;C1_TT101 (°C);C1_TT111 (°C);C1_PT801 (barA);C1_PT802 (barA); (); ();C2_TT101 (°C);C2_TT111 (°C);
06/03/2019 22:34:47;-0.01;16.6;1.5;0;0;32.9;0;0.01;
06/03/2019 22:35:07;-0.01;16.6;1.5;0;0;32.9;0;0.01;
06/03/2019 22:35:27;-0.01;16.6;1.5;0;0;32.9;0;0.01;
06/03/2019 22:35:47;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:36:07;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:36:27;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:36:47;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:37:09;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:37:29;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:37:49;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:38:09;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:38:29;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:38:49;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:39:09;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:39:29;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:39:49;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:40:11;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:40:31;-0.01;16.6;1.5;0;0;32.8;0;0.01;
06/03/2019 22:40:51;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:41:11;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:41:31;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:41:51;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:42:11;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:42:31;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:42:51;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:43:13;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:43:33;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:43:53;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:44:13;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:44:33;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:44:53;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:45:13;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:45:33;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:45:53;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:46:15;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:46:35;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:46:55;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:47:15;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:47:35;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:47:55;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:48:15;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:48:35;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:48:55;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:49:17;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:49:37;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:49:57;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:50:17;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:50:37;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:50:57;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:51:17;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:51:37;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 22:51:57;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:52:17;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:52:39;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:52:59;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:53:19;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:53:39;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:53:59;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:54:19;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:54:39;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:54:59;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:55:19;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:55:41;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:56:01;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:56:21;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:56:41;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:57:01;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:57:21;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:57:41;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:58:01;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:58:21;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:58:43;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:59:03;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:59:23;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 22:59:43;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:00:03;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:00:23;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:00:43;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:01:03;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:01:23;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:01:45;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:02:05;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:02:25;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:02:45;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:03:05;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:03:25;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:03:45;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:04:05;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:04:25;-0.01;16.6;1.5;0;0;32.7;0;0.01;
06/03/2019 23:04:47;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:05:07;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:05:27;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:05:47;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:06:07;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:06:27;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:06:47;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:07:07;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:07:27;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:07:49;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:08:09;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:08:29;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:08:49;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:09:09;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:09:29;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:09:49;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:10:09;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:10:29;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:10:51;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:11:11;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:11:31;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:11:51;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:12:11;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:12:31;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:12:51;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:13:11;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:13:31;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:13:51;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:14:13;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:14:33;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:14:53;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:15:13;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:15:33;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:15:53;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:16:13;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:16:33;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:16:53;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:17:15;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:17:35;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:17:55;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:18:15;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:18:35;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:18:55;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:19:15;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:19:35;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:19:55;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:20:17;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:20:37;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:20:57;-0.01;16.6;1.5;0;0;32.6;0;0.01;
06/03/2019 23:21:17;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:21:37;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:21:57;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:22:17;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:22:37;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:22:57;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:23:19;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:23:39;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:23:59;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:24:19;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:24:39;-0.01;16.6;1.5;0;0;32.5;0;0.01;
06/03/2019 23:24:59;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:25:19;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:25:39;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:25:59;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:26:21;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:26:41;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:27:01;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:27:21;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:27:41;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:28:01;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:28:21;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:28:41;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:29:01;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:29:23;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:29:43;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:30:03;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:30:23;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:30:43;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:31:03;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:31:23;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:31:43;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:32:03;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:32:23;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:32:45;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:33:05;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:33:25;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:33:45;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:34:05;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:34:25;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:34:45;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:35:05;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:35:25;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:35:47;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:36:07;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:36:27;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:36:47;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:37:07;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:37:27;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:37:47;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:38:07;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:38:27;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:38:49;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:39:09;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:39:29;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:39:49;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:40:09;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:40:29;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:40:49;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:41:09;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:41:29;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:41:51;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:42:11;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:42:31;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:42:51;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:43:11;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:43:31;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:43:51;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:44:11;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:44:31;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:44:53;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:45:13;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:45:33;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:45:53;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:46:13;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:46:33;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:46:53;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:47:13;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:47:33;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:47:53;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:48:15;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:48:35;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:48:55;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:49:15;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:49:35;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:49:55;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:50:15;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:50:35;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:50:57;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:51:17;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:51:37;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:51:57;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:52:17;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:52:37;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:52:57;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:53:17;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:53:37;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:53:57;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:54:19;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:54:39;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:54:59;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:55:19;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:55:39;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:55:59;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:56:19;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:56:39;-0.01;16.7;1.5;0;0;32.6;0;0.01;
06/03/2019 23:56:59;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:57:21;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:57:41;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:58:01;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:58:21;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:58:41;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:59:01;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:59:21;-0.01;16.7;1.5;0;0;32.5;0;0.01;
06/03/2019 23:59:41;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:00:01;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:00:23;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:00:43;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:01:03;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:01:23;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:01:43;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:02:03;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:02:23;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:02:43;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:03:03;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:03:25;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:03:45;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:04:05;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:04:25;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:04:45;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:05:05;-0.01;16.7;1.5;0;0;32.5;0;0.01;
07/03/2019 00:05:25;-0.01;16.7;1.5;0;0;32.4;0;0.01;
07/03/2019 00:05:45;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:06:05;-0.01;16.7;1.5;0;0;32.4;0;0.01;
07/03/2019 00:06:25;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:06:47;-0.01;16.8;1.5;0;0;32.5;0;0.01;
07/03/2019 00:07:07;-0.01;16.7;1.5;0;0;32.4;0;0.01;
07/03/2019 00:07:27;-0.01;16.7;1.5;0;0;32.4;0;0.01;
07/03/2019 00:07:47;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:08:07;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:08:27;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:08:47;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:09:07;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:09:29;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:09:49;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:10:09;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:10:29;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:10:49;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:11:09;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:11:29;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:11:49;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:12:09;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:12:29;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:12:51;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:13:11;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:13:31;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:13:51;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:14:11;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:14:31;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:14:51;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:15:11;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:15:31;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:15:53;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:16:13;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:16:33;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:16:53;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:17:13;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:17:33;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:17:53;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:18:13;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:18:33;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:18:55;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:19:15;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:19:35;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:19:55;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:20:15;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:20:35;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:20:55;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:21:15;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:21:35;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:21:57;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:22:17;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:22:37;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:22:57;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:23:17;-0.01;16.8;1.5;0;0;32.4;0;0.01;
07/03/2019 00:23:37;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:23:57;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:24:17;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:24:37;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:24:57;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:25:19;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:25:39;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:25:59;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:26:19;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:26:39;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:26:59;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:27:19;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:27:39;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:27:59;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:28:21;-0.01;16.8;1.5;0;0;32.3;0;0.01;
07/03/2019 00:28:41;-0.01;16.8;1.5;0;0;32.3;0;0.01;
