;C1_TT101 (°C);C1_TT111 (°C);C1_PT801 (barA);C1_PT802 (barA); (); ();C2_TT101 (°C);C2_TT111 (°C);
05/03/2019 15:39:47;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:40:07;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:40:27;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:40:47;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:41:07;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:41:27;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:41:47;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:42:09;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:42:29;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:42:49;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:43:09;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:43:29;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:43:49;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:44:09;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:44:29;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:44:49;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:45:11;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:45:31;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:45:51;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:46:11;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:46:31;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:46:51;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:47:11;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:47:31;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:47:51;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:48:13;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:48:33;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:48:53;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:49:13;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:49:33;-0.01;24.6;0;0;0;36.7;0;0.01;
05/03/2019 15:49:53;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:50:13;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:50:33;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:50:53;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:51:15;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:51:35;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:51:55;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:52:15;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:52:35;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:52:55;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:53:15;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:53:35;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:53:55;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:54:15;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:54:37;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:54:57;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:55:17;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:55:37;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:55:57;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:56:17;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:56:37;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:56:57;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:57:19;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:57:39;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:57:59;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:58:19;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:58:39;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:58:59;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:59:19;-0.01;24.6;0;0;0;36.8;0;0.01;
05/03/2019 15:59:39;-0.01;24.6;0;0;0;36.9;0;0.01;
05/03/2019 15:59:59;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:00:19;-0.01;24.6;0;0;0;36.9;0;0.01;
05/03/2019 16:00:41;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:01:01;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:01:21;-0.01;24.6;0;0;0;36.9;0;0.01;
05/03/2019 16:01:41;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:02:01;-0.01;24.6;0;0;0;36.9;0;0.01;
05/03/2019 16:02:21;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:02:41;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:03:01;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:03:21;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:03:43;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:04:03;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:04:23;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:04:43;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:05:03;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:05:23;-0.01;24.7;0;0;0;36.8;0;0.01;
05/03/2019 16:05:43;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:06:03;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:06:23;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:06:45;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:07:05;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:07:25;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:07:45;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:08:05;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:08:25;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:08:45;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:09:05;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:09:25;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:09:47;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:10:07;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:10:27;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:10:47;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:11:07;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:11:27;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:11:47;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:12:07;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:12:27;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:12:47;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:13:09;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:13:29;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:13:49;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:14:09;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:14:29;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:14:49;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:15:09;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:15:29;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:15:49;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:16:11;-0.01;24.7;0;0;0;36.9;0;0.01;
05/03/2019 16:16:31;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:16:51;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:17:11;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:17:31;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:17:51;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:18:11;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:18:31;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:18:51;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:19:13;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:19:33;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:19:53;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:20:13;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:20:33;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:20:53;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:21:13;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:21:33;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:21:53;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:22:15;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:22:35;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:22:55;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:23:15;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:23:35;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:23:55;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:24:15;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:24:35;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:24:55;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:25:17;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:25:37;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:25:57;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:26:17;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:26:37;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:26:57;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:27:17;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:27:37;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:27:57;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:28:19;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:28:39;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:28:59;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:29:19;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:29:39;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:29:59;-0.01;24.7;0;0;0;37;0;0.01;
05/03/2019 16:30:19;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:30:39;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:30:59;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:31:21;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:31:41;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:32:01;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:32:21;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:32:41;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:33:01;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:33:21;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:33:41;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:34:01;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:34:23;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:34:43;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:35:03;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:35:23;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:35:43;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:36:03;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:36:23;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:36:43;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:37:03;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:37:23;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:37:45;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:38:05;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:38:25;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:38:45;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:39:05;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:39:25;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:39:45;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:40:05;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:40:25;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:40:47;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:41:07;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:41:27;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:41:47;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:42:07;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:42:27;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:42:47;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:43:07;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:43:27;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:43:49;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:44:09;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:44:29;-0.01;24.7;0;0;0;37.2;0;0.01;
05/03/2019 16:44:49;-0.01;24.7;0;0;0;37.2;0;0.01;
05/03/2019 16:45:09;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:45:29;-0.01;24.7;0;0;0;37.2;0;0.01;
05/03/2019 16:45:49;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:46:09;-0.01;24.7;0;0;0;37.2;0;0.01;
05/03/2019 16:46:29;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 16:46:51;-0.01;24.7;0;0;0;37.2;0;0.01;
05/03/2019 16:47:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:47:31;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:47:51;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:48:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:48:31;-0.01;24.7;0;0;0;37.1;0;0.01;
05/03/2019 16:48:51;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:49:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:49:31;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:49:51;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:50:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:50:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:50:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:51:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:51:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:51:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:52:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:52:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:52:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:53:15;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:53:35;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:53:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:54:15;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:54:35;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:54:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:55:15;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:55:35;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:55:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:56:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:56:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:56:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:57:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:57:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:57:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:58:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:58:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:58:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:59:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:59:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 16:59:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:00:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:00:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:00:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:01:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:01:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:01:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:02:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:02:41;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:03:01;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:03:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:03:41;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:04:01;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:04:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:04:41;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:05:01;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:05:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:05:43;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:06:03;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:06:23;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:06:43;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:07:03;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:07:23;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:07:43;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:08:03;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:08:25;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:08:45;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:09:05;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:09:25;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:09:45;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:10:05;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:10:25;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:10:45;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:11:05;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:11:25;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:11:47;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:12:07;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:12:27;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:12:47;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:13:07;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:13:27;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:13:47;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:14:07;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:14:27;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:14:49;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:15:09;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:15:29;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:15:49;0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:16:09;0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:16:29;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:16:49;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:17:09;0;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:17:29;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:17:51;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:18:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:18:31;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:18:51;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:19:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:19:31;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:19:51;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:20:11;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:20:31;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:20:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:21:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:21:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:21:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:22:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:22:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:22:53;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:23:13;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:23:33;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:23:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:24:15;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:24:35;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:24:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:25:15;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:25:35;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:25:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:26:15;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:26:35;-0.01;24.8;0;0;0;37.2;0;0.01;
05/03/2019 17:26:55;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:27:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:27:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:27:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:28:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:28:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:28:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:29:17;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:29:37;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:29:57;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:30:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:30:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:30:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:31:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:31:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:31:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:32:19;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:32:39;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:32:59;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:33:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:33:41;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:34:01;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:34:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:34:42;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:35:01;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:35:21;-0.01;24.8;0;0;0;37.1;0;0.01;
05/03/2019 17:35:41;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:36:01;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:36:23;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:36:43;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:37:03;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:37:23;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:37:43;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:38:03;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:38:23;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:38:43;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:39:03;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:39:25;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:39:45;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:40:05;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:40:25;-0.01;24.8;0;0;0;37;0;0.01;
05/03/2019 17:40:45;-0.01;24.8;0;0;0;37;0;0.01;
