"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
574032;"08/03/2019 07:17:07";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°18: PHASE N°4 - INTRODUCTION LIQUIDES";"Changement du pas de la recette";;5y1am2
574033;"08/03/2019 07:17:07";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;OO8/Zj
574034;"08/03/2019 07:17:07";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 1 RECIRCULATION / AGITATION";"Changement d'étape";;FcEdrF
574035;"08/03/2019 07:17:07";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES ETAPE: 0 REPOS";"Changement d'étape";;4QcSVy
574036;"08/03/2019 07:17:11";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;LrhQqE
574037;"08/03/2019 07:17:13";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;tHK3g1
574038;"08/03/2019 07:17:15";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"En Défaut";;wn26Ef
574039;"08/03/2019 07:17:15";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"En Défaut";;ZF54iW
574040;"08/03/2019 07:17:41";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;TOh5Im
574041;"08/03/2019 07:17:41";"-1:00";"BCO";"Alarme: 153";"Acquittement de l'alarme '153_SIC100_72 - ALARME DEVIATION BASSE SUR CONSIGNE' de l'automate HMI_Liaison_1.";;DlVOZr
574042;"08/03/2019 07:17:43";"-1:00";"BCO";"Alarme: 57";"Acquittement de l'alarme '57_DÉFAUT DÉBIT EAU REFROIDISSEMENT POMPE CONTI TDS' de l'automate HMI_Liaison_1.";;5fXeX6
574043;"08/03/2019 07:17:43";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"En Défaut";;npRXwA
574044;"08/03/2019 07:17:43";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"En Défaut";;nX6pJu
574045;"08/03/2019 07:17:43";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;7+NoaL
574046;"08/03/2019 07:17:45";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;JSZK5W
574047;"08/03/2019 07:17:45";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;qLaNQA
574048;"08/03/2019 07:17:45";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;ofEiic
574049;"08/03/2019 07:17:47";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;f+e/Pg
574050;"08/03/2019 07:17:57";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;Zb2Pq1
574051;"08/03/2019 07:18:13";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;uRgZKB
574052;"08/03/2019 07:23:31";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;2vvHHX
574053;"08/03/2019 07:23:31";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;Qx9MEg
574054;"08/03/2019 07:38:57";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;s1UlZ7
574055;"08/03/2019 08:00:25";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;KkMk4h
574056;"08/03/2019 08:00:29";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;FY7tn9
574057;"08/03/2019 08:00:31";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;Om6WK8
574058;"08/03/2019 08:09:25";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"Demande de redémarrage";;ekk5+w
574059;"08/03/2019 08:09:41";"-1:00";"BCO";"Alarme: 45";"Acquittement de l'alarme '45_DYSFONCTIONNEMENT POMPE YSTRAL CONTI TDS' de l'automate HMI_Liaison_1.";;4mN+u2
574060;"08/03/2019 08:10:03";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"Demande de redémarrage";;f20sL4
574061;"08/03/2019 08:10:05";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"Demande de redémarrage";;GdMhc1
574062;"08/03/2019 08:10:53";"-1:00";"BCO";"DECONNEXION";"-";;H9Gm55
574063;"08/03/2019 08:10:53";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;pkuw+n
574064;"08/03/2019 08:11:05";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'pg' a ouvert une session avec le groupe 'Administrateurs'.";;5c0mZa
574065;"08/03/2019 08:11:11";"-1:00";"pg";"FORÇAGES: Virtu_P_100_72-Ordre de marche pompe introduction";"Forçage à 0";;tKlVFW
574066;"08/03/2019 08:11:17";"-1:00";"pg";"Alarme: 153";"Acquittement de l'alarme '153_SIC100_72 - ALARME DEVIATION BASSE SUR CONSIGNE' de l'automate HMI_Liaison_1.";;J5vVV1
574067;"08/03/2019 08:11:23";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL";"Demande de redémarrage";;lygPz2
574068;"08/03/2019 08:11:25";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;QHSGkX
574069;"08/03/2019 08:11:27";"-1:00";"pg";"PHASE: RECIRCULATION ET AGITATION";"Demande de redémarrage";;u9lMXg
574070;"08/03/2019 08:11:27";"-1:00";"pg";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;Tj866Q
574071;"08/03/2019 08:11:29";"-1:00";"pg";"DECONNEXION";"-";;8TyV8d
574072;"08/03/2019 08:11:29";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;kZdiTj
574073;"08/03/2019 08:11:41";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'pg' a ouvert une session avec le groupe 'Administrateurs'.";;/ULrX0
574074;"08/03/2019 08:11:47";"-1:00";"pg";"FORÇAGES: Virtu_P_100_72-Ordre de marche pompe introduction";"Etat neutre";;rLgR5O
574075;"08/03/2019 08:13:01";"-1:00";"pg";"DECONNEXION";"-";;XVKLS4
574076;"08/03/2019 08:13:01";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;XvrRrd
574077;"08/03/2019 08:25:17";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;XSai2W
574078;"08/03/2019 08:26:25";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"Appel Opérateur";;j43gjr
574079;"08/03/2019 08:26:25";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;MeaiJd
574080;"08/03/2019 08:26:25";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 2 FIN RECIRCULATION";"Changement d'étape";;EbVyft
574081;"08/03/2019 08:26:29";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 5 AUTOR. ENTREE  PROD";"Changement d'étape";;maEwdi
574082;"08/03/2019 08:26:31";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 6 ARRET POMPE ";"Changement d'étape";;6PVs36
574083;"08/03/2019 08:26:37";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"Annulée";;oNmTCh
574084;"08/03/2019 08:26:37";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 0 REPOS";"Changement d'étape";;tTfoRK
574085;"08/03/2019 08:27:07";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"Confirmation opérateur";;6YaVz1
574086;"08/03/2019 08:27:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"En Marche";;pun4iM
574087;"08/03/2019 08:27:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;NZAiXf
574088;"08/03/2019 08:27:07";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°19: PHASE N°5 - RECIRCULATION ET AGITATION";"Changement du pas de la recette";;QUmwWF
574089;"08/03/2019 08:27:07";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 0 REPOS";"Changement d'étape";;i/pZV/
574090;"08/03/2019 08:27:07";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 1 DEBUT CHARGEMENT";"Changement d'étape";;LbqwDq
574091;"08/03/2019 08:30:15";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Confirmation opérateur";;g0yPjV
574092;"08/03/2019 08:30:15";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 2 REMPLISSAGE";"Changement d'étape";;TnTDKg
574093;"08/03/2019 08:48:37";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;MuMrA0
574094;"08/03/2019 08:48:51";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 5 APPOINT";"Changement d'étape";;M3y6fk
574095;"08/03/2019 08:48:53";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;8logSE
574096;"08/03/2019 08:49:09";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 5 APPOINT";"Changement d'étape";;j1Yxf0
574097;"08/03/2019 08:49:11";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 3 STABILISATION";"Changement d'étape";;Umyt+W
574098;"08/03/2019 08:49:25";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Appel Opérateur";;ohjqca
574099;"08/03/2019 08:49:25";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 4 FIN CHARGEMENT";"Changement d'étape";;EU8fBg
574100;"08/03/2019 08:50:41";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE";"Confirmation opérateur";;hI6s9s
574101;"08/03/2019 08:50:41";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"En Marche";;SUhwol
574102;"08/03/2019 08:50:41";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°20: PHASE N°2 - CHARGEMENT EAU PURIFIÉE";"Changement du pas de la recette";;8UfW3/
574103;"08/03/2019 08:50:41";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 3 ARRET GROUPE FROID";"Changement d'étape";;59ZAz9
574104;"08/03/2019 08:50:41";"-1:00";"BCO";"PHASE: CHARGEMENT EAU PURIFIÉE ETAPE: 0 REPOS";"Changement d'étape";;UkfWvY
574105;"08/03/2019 08:50:51";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 4 REMPLISSAGE DE";"Changement d'étape";;H+/3HU
574106;"08/03/2019 09:02:51";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 5 REFROIDISSEMENT CUVE";"Changement d'étape";;1S/B9Z
574107;"08/03/2019 09:03:21";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"En Défaut";;t3Xh7Z
574108;"08/03/2019 09:34:47";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;wiBEfx
574109;"08/03/2019 09:34:53";"-1:00";"BCO";"Alarme: 85";"Acquittement de l'alarme '85_DEFAUT GROUPE FROID' de l'automate HMI_Liaison_1.";;/lbjf9
574110;"08/03/2019 09:34:53";"-1:00";"BCO";"Alarme: 85";"Acquittement de l'alarme '85_DEFAUT GROUPE FROID' de l'automate HMI_Liaison_1.";;oCZKvr
574111;"08/03/2019 09:34:55";"-1:00";"BCO";"Alarme: 85";"Acquittement de l'alarme '85_DEFAUT GROUPE FROID' de l'automate HMI_Liaison_1.";;ydfShC
574112;"08/03/2019 09:34:57";"-1:00";"BCO";"Alarme: 85";"Acquittement de l'alarme '85_DEFAUT GROUPE FROID' de l'automate HMI_Liaison_1.";;jaOg+N
574113;"08/03/2019 09:35:03";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;tr+048
574114;"08/03/2019 09:35:03";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"En Défaut";;FHK0j0
574115;"08/03/2019 09:36:05";"-1:00";"BCO";"DECONNEXION";"-";;/qM5as
574116;"08/03/2019 09:36:05";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;W1fTP1
574117;"08/03/2019 09:36:27";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'DMX' a ouvert une session avec le groupe 'Administrateurs'.";;Ba5PBM
574118;"08/03/2019 09:36:39";"-1:00";"DMX";"FORÇAGES: VBA_100_20-Vanne retour eau froide double enveloppe";"Forçage à 1";;jOGds3
574119;"08/03/2019 09:36:43";"-1:00";"DMX";"FORÇAGES: VBA_100_90-Vanne de barrage section haute DE";"Forçage à 1";;xokpLY
574120;"08/03/2019 09:36:49";"-1:00";"DMX";"FORÇAGES: VBA_100_39-Vanne arrivée EF double enveloppe";"Forçage à 1";;rL1iob
574121;"08/03/2019 09:36:53";"-1:00";"DMX";"FORÇAGES: VMA_100_167-Vanne de barrage purgeur d’air DE";"Forçage à 1";;LuYHFC
574122;"08/03/2019 09:42:07";"-1:00";"DMX";"Alarme: 85";"Acquittement de l'alarme '85_DEFAUT GROUPE FROID' de l'automate HMI_Liaison_1.";;+49B6w
574123;"08/03/2019 09:42:33";"-1:00";"DMX";"PHASE: GESTION TEMPERATURE";"Demande de redémarrage";;rwaOtE
574124;"08/03/2019 09:43:19";"-1:00";"DMX";"FORÇAGES: VBA_100_39-Vanne arrivée EF double enveloppe";"Etat neutre";;BGhFKZ
574125;"08/03/2019 09:43:29";"-1:00";"DMX";"FORÇAGES: VBA_100_90-Vanne de barrage section haute DE";"Etat neutre";;FdMml5
574126;"08/03/2019 09:43:37";"-1:00";"DMX";"FORÇAGES: VMA_100_167-Vanne de barrage purgeur d’air DE";"Etat neutre";;J5KcVl
574127;"08/03/2019 09:43:43";"-1:00";"DMX";"FORÇAGES: VBA_100_20-Vanne retour eau froide double enveloppe";"Etat neutre";;7raX6x
574128;"08/03/2019 09:47:57";"-1:00";"DMX";"DECONNEXION";"-";;Bob/hu
574129;"08/03/2019 09:47:57";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;wIfvmr
574130;"08/03/2019 10:34:49";"-1:00";;"PHASE: GESTION TEMPERATURE";"Appel Opérateur";;2RYW6C
574131;"08/03/2019 10:37:41";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;dqZHHu
574132;"08/03/2019 10:37:59";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Confirmation opérateur";;NO8OSs
574133;"08/03/2019 10:37:59";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 6 VIDANGE  DE";"Changement d'étape";;mGZ1K+
574134;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE";"Annulée";;nlHjet
574135;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"En Marche";;+4EF/S
574136;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"En Marche";;G7NMHL
574137;"08/03/2019 10:42:59";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°21: PHASE N°3 - GESTION TEMPERATURE";"Changement du pas de la recette";;mt3anC
574138;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;lHBHhH
574139;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 1 RECIRCULATION / AGITATION";"Changement d'étape";;U2Yw0G
574140;"08/03/2019 10:42:59";"-1:00";"BCO";"PHASE: GESTION TEMPERATURE ETAPE: 0 REPOS";"Changement d'étape";;AYf9PO
574141;"08/03/2019 10:43:15";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;jVmeXb
574142;"08/03/2019 10:43:17";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;0gxieB
574143;"08/03/2019 10:43:19";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;1MQAsl
574144;"08/03/2019 10:58:19";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"Appel Opérateur";;ak4x8s
574145;"08/03/2019 10:58:19";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;TlycgN
574146;"08/03/2019 10:58:19";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 2 FIN RECIRCULATION";"Changement d'étape";;/1ydLI
574147;"08/03/2019 10:58:23";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 5 AUTOR. ENTREE  PROD";"Changement d'étape";;mlGwwP
574148;"08/03/2019 10:58:25";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 6 ARRET POMPE ";"Changement d'étape";;mAybBp
574149;"08/03/2019 10:58:31";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"Annulée";;n0RrJS
574150;"08/03/2019 10:58:31";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 0 REPOS";"Changement d'étape";;LRaN7x
574151;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"Confirmation opérateur";;K7q5u9
574152;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"En Marche";;mMnI3w
574153;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"En Marche";;D297aq
574154;"08/03/2019 10:58:49";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°22: PHASE N°4 - INTRODUCTION LIQUIDES";"Changement du pas de la recette";;F5cZcf
574155;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;fSt+ZL
574156;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 0 REPOS";"Changement d'étape";;44mJqK
574157;"08/03/2019 10:58:49";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES ETAPE: 1 RECIRCULATION";"Changement d'étape";;pW4gcr
574158;"08/03/2019 10:58:51";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;nsCOl2
574159;"08/03/2019 10:58:55";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;wSwAeN
574160;"08/03/2019 10:58:57";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;41Nory
574161;"08/03/2019 10:59:49";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"Appel Opérateur";;TtRrhe
574162;"08/03/2019 10:59:55";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;3fBtnJ
574163;"08/03/2019 10:59:55";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;1rwXFa
574164;"08/03/2019 10:59:55";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES ETAPE: 4 INTRO. ALCOOL BENZYLIQUE";"Changement d'étape";;oMP2lw
574165;"08/03/2019 11:15:07";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;dkFg8K
574166;"08/03/2019 11:27:21";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'BCO' a ouvert une session avec le groupe 'Technicien de prod.'.";;sP5CSz
574167;"08/03/2019 11:27:25";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;qarhJJ
574168;"08/03/2019 11:27:25";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 4 MODE STAND-BY";"Changement d'étape";;WmBGA2
574169;"08/03/2019 11:27:25";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES ETAPE: 7 FIN INTRODUCTION";"Changement d'étape";;dDFKcX
574170;"08/03/2019 11:27:27";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 5 AUTOR. ENTREE  PROD";"Changement d'étape";;9fxWSs
574171;"08/03/2019 11:27:31";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 6 ARRET POMPE ";"Changement d'étape";;cbA9E2
574172;"08/03/2019 11:27:35";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"Annulée";;L/NVb6
574173;"08/03/2019 11:27:35";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 0 REPOS";"Changement d'étape";;d8r02A
574174;"08/03/2019 11:27:55";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"Appel Opérateur";;fILI7f
574175;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES";"Confirmation opérateur";;OdpB20
574176;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: INTRODUCTION LIQUIDES ETAPE: 0 REPOS";"Changement d'étape";;pdVsUP
574177;"08/03/2019 11:28:15";"-1:00";"BCO";"RECETTE: RECETTE DE PRODUCTION PAS N°23: PHASE N°4 - INTRODUCTION LIQUIDES";"Changement du pas de la recette";;/XMDIN
574178;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL";"En Marche";;ZPqI3U
574179;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION";"En Marche";;BxV58G
574180;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 1 REFROIDISSEMENT";"Changement d'étape";;nqdQKW
574181;"08/03/2019 11:28:15";"-1:00";"BCO";"PHASE: RECIRCULATION ET AGITATION ETAPE: 1 RECIRCULATION / AGITATION";"Changement d'étape";;pP/+3l
574182;"08/03/2019 11:28:21";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 2 DEMARRAGE POMPE ";"Changement d'étape";;GpFkYI
574183;"08/03/2019 11:28:23";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 3 AUTOR. SORTIE PROD";"Changement d'étape";;0tIhdA
574184;"08/03/2019 11:28:25";"-1:00";"BCO";"PHASE: GESTION POMPE YSTRAL ETAPE: 7 MODE DISPERSING";"Changement d'étape";;9CrKW+
574185;"08/03/2019 11:42:55";"-1:00";"BCO";"DECONNEXION";"-";;7W5l2i
574186;"08/03/2019 11:42:55";"-1:00";"Système";"Gestion des utilisateurs";"Session utilisateur terminée.";;j/EcPC
574187;"08/03/2019 11:43:09";"-1:00";"Système";"Gestion des utilisateurs";"L'utilisateur 'pg' a ouvert une session avec le groupe 'Administrateurs'.";;oPVB18
574188;"08/03/2019 11:43:11";"-1:00";"pg";"Application";"Arrêt de l'application.";;JveOiW
0;"08/03/2019 11:43:12";"-1:00";"Système";"Application";"Fin de l'exécution du programme de WinCC Runtime Advanced V15.0 sur l'appareil HMI_Panel.";;SA2vMg
574276,"1/17/2019 8:17:51 AM","+0:00","Système","Application","Le dernier numéro en cours connu de la commande diffère du numéro de l'archive. Le numéro plus élevé 574276 sera utilisé à la reprise.",,w3yyYw
0,"1/17/2019 8:17:51 AM","+0:00","Système","Application","Démarrage Runtime de WinCC Runtime Advanced V15.0 HF3 sur le pupitre opérateur . Projet : 'BIGALLET_DISSOLUTION_SUCRE_V0.0.HMI_SIROP - 0' Version 30, créé avec WinCC Advanced V15.1",,W0C9mT
574277,"1/17/2019 8:17:51 AM","+0:00","Système","Application","Commutation sur le mode 'En ligne'.",,ICQhqQ
574278,"1/17/2019 8:17:51 AM","+0:00","Système","Gestion des utilisateurs","Importation liste mots de passe effectuée sans erreur.",,PDR2Mh
0,"1/17/2019 8:16:18 AM","+0:00","Système","Application","Fin de l'exécution du programme de WinCC Runtime Advanced V15.0 HF3 sur l'appareil .",,NYo3mZ
0,"1/17/2019 8:16:24 AM","+0:00","Système","Application","Démarrage Runtime de WinCC Runtime Advanced V15.0 HF3 sur le pupitre opérateur . Projet : 'BIGALLET_DISSOLUTION_SUCRE_V0.0.HMI_SIROP - 0' Version 30, créé avec WinCC Advanced V15.1",,ImOcW5
574279,"1/17/2019 8:16:24 AM","+0:00","Système","Application","Commutation sur le mode 'En ligne'.",,RUKROg
574280,"1/17/2019 8:16:24 AM","+0:00","Système","Gestion des utilisateurs","Importation liste mots de passe effectuée sans erreur.",,qzorWG
574281,"1/17/2019 8:16:16 AM","+0:00","Admin","Gestion des utilisateurs","L'utilisateur 'Admin' a ouvert une session avec le groupe 'Administrateurs'.",,Ab6zk7
0,"1/17/2019 8:16:17 AM","+0:00","Système","Application","Fin de l'exécution du programme de WinCC Runtime Advanced V15.0 HF3 sur l'appareil .",,O+CJjR
0,"1/17/2019 8:16:23 AM","+0:00","Système","Application","Démarrage Runtime de WinCC Runtime Advanced V15.0 HF3 sur le pupitre opérateur . Projet : 'BIGALLET_DISSOLUTION_SUCRE_V0.0.HMI_SIROP - 0' Version 30, créé avec WinCC Advanced V15.1",,iLt4vA
574282,"1/17/2019 8:16:23 AM","+0:00","Système","Application","Commutation sur le mode 'En ligne'.",,8jQeN/
574283,"1/17/2019 8:16:23 AM","+0:00","Système","Gestion des utilisateurs","Importation liste mots de passe effectuée sans erreur.",,yAFVaE
574284,"1/17/2019 8:16:17 AM","+0:00","Admin","Gestion des utilisateurs","L'utilisateur 'Admin' a ouvert une session avec le groupe 'Administrateurs'.",,tEdM52
